Serial Number,6027
File Created,25/ 7/2025 11:43:28
Source Application,Kinetics
User,

Wavelength (nm),307.0
Measurement Mode,Serial
Integration time (ms),2000
Delay(s),0
Duration(s),3600
Interval(s),5
Mode,Delta A
Factor,1.000
Units,

Time(s),Absorbance
3220.0,0.013
3225.0,0.013
3230.0,0.013
3235.0,0.013
3240.0,0.013
3245.0,0.013
3250.0,0.013
3255.0,0.013
3260.0,0.013
3265.0,0.013
3270.0,0.012
3275.0,0.013
3280.0,0.013
3285.0,0.012
3290.0,0.012
3295.0,0.013
3300.0,0.013
3305.0,0.013
3310.0,0.013
3315.0,0.013
3320.0,0.013
3325.0,0.013
3330.0,0.012
3335.0,0.013
3340.0,0.013
3345.0,0.013
3350.0,0.012
3355.0,0.013
3360.0,0.013
3365.0,0.013
3370.0,0.013
3375.0,0.013
3380.0,0.013
3385.0,0.013
3390.0,0.013
3395.0,0.013
3400.0,0.013
3405.0,0.013
3410.0,0.013
3415.0,0.013
3420.0,0.012
3425.0,0.013
3430.0,0.013
3435.0,0.013
3440.0,0.013
3445.0,0.013
3450.0,0.013
3455.0,0.013
3460.0,0.013
3465.0,0.013
3470.0,0.013
3475.0,0.013
3480.0,0.013
3485.0,0.013
3490.0,0.013
3495.0,0.013
3500.0,0.013
3505.0,0.013
3510.0,0.013
3515.0,0.013
3520.0,0.013
3525.0,0.013
3530.0,0.013
3535.0,0.013
3540.0,0.013
3545.0,0.013
3550.0,0.013
3555.0,0.013
3560.0,0.013
3565.0,0.013
3570.0,0.013
3575.0,0.013
3580.0,0.013
3585.0,0.013
3590.0,0.013
3595.0,0.013
3600.0,0.013
